Mx,My,Mz,Dx,Dy,Dz,Entrenamiento
2.30929,8.71501,1.50638,4.55451,8.04954,3.62241,Correr
2.3635,8.74147,1.43621,5.52246,7.48194,3.1739,Correr
2.49966,8.75734,1.4639,5.44645,7.23213,2.80774,Correr
2.56924,8.77473,1.51017,5.34684,7.31719,2.9968,Correr
2.52662,9.04055,1.77106,5.10877,6.96043,2.97003,Correr
2.70875,8.65001,1.77323,4.83968,6.94814,2.84207,Correr
2.66958,8.36774,1.76451,5.5226,7.30351,3.2785,Correr
2.51839,8.39893,1.77693,5.88918,7.46449,3.13301,Correr
2.40327,8.302,1.56438,5.85079,7.48953,3.16892,Correr
2.44117,8.55701,1.69,5.55916,7.29659,3.13232,Correr
2.47684,8.30426,1.83892,5.70598,7.35135,3.14726,Correr
2.42786,8.76286,1.85528,5.89491,7.37571,3.19589,Correr
2.56555,8.50813,1.84212,5.63535,7.17682,3.07335,Correr
2.51789,8.93445,1.82325,5.50004,7.16804,3.03384,Correr
2.56703,8.48936,1.60706,5.56166,7.33777,2.9633,Correr
2.5622,8.20836,1.97976,5.91008,7.27534,3.40864,Correr
2.36646,8.2677,1.8132,6.09667,7.41087,3.31612,Correr
2.54298,8.05333,1.65451,6.18905,7.20659,3.10257,Correr
2.28249,8.5448,1.7612,5.80263,6.98342,3.05201,Correr
2.50888,8.67923,1.75859,5.83172,6.96403,3.0472,Correr
2.58477,8.60374,1.6592,5.78977,7.04404,3.23657,Correr
2.27943,8.5924,1.94324,5.68333,7.22752,2.89182,Correr
2.3534,8.418,1.77382,5.8439,7.14798,3.1557,Correr
2.11809,8.68169,1.85858,6.32866,7.48343,3.04655,Correr
2.44328,8.4384,1.68063,5.96518,7.45372,3.3739,Correr
2.38651,8.4835,1.66496,5.85758,7.34868,3.22066,Correr
2.50232,8.46728,1.81694,5.73832,7.12571,3.51544,Correr
2.40455,8.20486,1.88391,5.93927,7.21904,3.41478,Correr
2.39336,8.54726,1.81438,5.81998,7.41645,3.28884,Correr
2.45265,8.73502,1.87425,5.7204,7.40496,3.10284,Correr
2.31841,8.42515,1.89347,5.93299,7.59923,3.08563,Correr
2.5003,8.64261,1.29463,6.50516,7.84475,3.34779,Correr
2.3838,8.31273,1.72681,6.2445,7.7924,3.45617,Correr
2.55742,8.4969,1.64619,5.95796,7.55878,3.67144,Correr
2.1615,8.39913,1.69473,6.22622,7.48819,3.73635,Correr
2.27273,8.4181,1.56014,6.11758,7.69761,3.64501,Correr
2.22714,8.58161,1.8266,6.11286,7.42526,3.256,Correr
2.03939,8.42465,1.57271,5.92574,7.49355,3.29349,Correr
2.05334,8.27716,1.60785,5.84834,7.48502,3.25881,Correr
2.13411,8.47842,1.80122,6.16616,7.42154,3.31289,Correr
2.04875,8.57338,1.69655,6.32573,7.74967,3.59141,Correr
2.33433,8.01026,1.63057,6.39625,7.53764,3.98539,Correr
2.24212,8.30337,1.80432,5.81632,7.40013,3.18376,Correr
2.21394,8.53474,1.62322,6.48194,7.23389,3.68972,Correr
2.26489,8.26035,1.72612,5.95913,7.28016,3.30548,Correr
2.25341,8.27972,1.72154,6.03007,7.32517,3.43388,Correr
2.25297,8.2672,1.44739,6.69759,7.4615,3.66793,Correr
2.17772,8.29983,1.77121,6.17414,7.10921,3.43984,Correr
2.23257,8.70594,1.60819,6.3239,7.1996,3.23772,Correr
2.33398,8.60866,1.60395,6.17309,7.68651,3.48196,Correr
2.1003,8.42323,1.74046,6.50821,7.48366,3.58488,Correr
2.42929,8.11641,1.84937,6.37965,7.3397,3.75411,Correr
1.93265,7.88459,1.83148,6.59343,7.79887,3.87131,Correr
2.02968,7.64441,2.0112,6.83446,7.70143,4.66841,Correr
1.89288,7.15476,1.77348,6.9433,7.97274,4.27374,Correr
1.73839,7.54348,1.53255,7.37912,8.11566,4.8379,Correr
1.67063,7.52274,1.64885,7.60226,8.09118,4.69916,Correr
1.81556,7.36612,1.37185,7.36655,8.23326,4.49452,Correr
2.10409,7.54343,1.40585,7.27469,8.08294,4.4993,Correr
1.45286,7.66747,1.69364,7.4059,8.03917,5.10685,Correr
1.52328,7.43615,1.74317,7.37702,8.00461,4.99738,Correr
2.00775,7.43482,1.32508,7.55827,8.40305,5.06073,Correr
1.60849,7.58138,1.34893,7.2972,8.35749,4.43128,Correr
1.88657,7.36987,1.04458,7.76171,8.26197,4.40918,Correr
1.77096,7.19744,1.28778,7.38414,8.16734,4.6559,Correr
2.2819,7.47055,1.69985,6.98463,7.76247,4.45822,Correr
0.18229,9.89378,1.54349,2.30069,4.06278,2.48581,Andar
0.1816,9.8785,1.51096,2.69959,3.75653,2.67729,Andar
0.30159,9.88486,1.50939,2.59029,3.84741,2.62514,Andar
0.23363,9.99224,1.54452,2.49053,4.05137,2.70568,Andar
0.15287,9.84987,1.49155,2.71532,4.06158,2.64036,Andar
0.36176,9.9637,1.44424,2.68856,4.03061,2.62782,Andar
0.19584,9.96129,1.433,2.868,3.97755,2.66181,Andar
0.23309,9.86933,1.42748,2.76891,4.16568,2.66435,Andar
0.18524,10.03974,1.52378,2.70868,4.18159,2.69906,Andar
0.22338,9.86712,1.39934,2.54536,3.7006,2.64241,Andar
0.19505,10.00579,1.36731,2.61731,3.65015,2.56973,Andar
0.06875,9.73022,1.3887,2.54519,4.11302,2.69234,Andar
0.17509,9.94252,1.3957,2.39789,3.49445,2.70979,Andar
0.18943,10.01234,1.39861,2.66727,3.92104,2.82882,Andar
0.27429,10.06004,1.46706,2.3903,3.88793,2.76307,Andar
0.30829,9.84321,1.56,2.20541,3.77686,2.62125,Andar
0.17539,9.96144,1.46548,2.17741,3.46516,2.36835,Andar
0.50531,9.75717,1.45927,2.28708,3.57869,2.54254,Andar
0.52148,10.00628,1.36795,2.43276,3.77192,2.5699,Andar
0.51364,9.81035,1.41373,2.32879,3.92259,2.69932,Andar
0.51537,9.74737,1.25037,2.60579,3.72114,2.73254,Andar
0.43228,9.90649,1.41152,2.27497,3.78461,2.68422,Andar
0.49477,9.91605,1.39787,2.16179,3.58303,2.454,Andar
0.46894,9.84963,1.52363,2.10066,3.49293,2.54147,Andar
0.54558,9.60554,1.36017,2.24878,3.71294,2.45093,Andar
0.47732,9.90645,1.60154,2.30918,3.59482,2.51412,Andar
0.42844,9.88969,1.59843,2.23062,3.59682,2.47935,Andar
0.50453,9.79763,1.61992,2.10214,3.27022,2.3942,Andar
0.47087,9.73248,1.54354,2.55056,4.07332,2.63955,Andar
0.51128,9.8238,1.63904,2.36741,3.87733,2.60539,Andar
0.53099,9.67394,1.45621,2.43843,3.78583,2.52904,Andar
0.54661,9.84622,1.4506,2.3942,3.74683,2.59063,Andar
0.59949,9.80285,1.57064,2.45754,3.92145,2.514,Andar
0.4309,10.0566,1.41546,2.58888,4.187,2.62447,Andar
0.54424,9.84435,1.5085,2.58154,3.91562,2.66453,Andar
0.56992,9.88579,1.48593,2.55487,3.80176,2.53624,Andar
0.59224,9.95848,1.46972,2.41558,3.83538,2.5846,Andar
0.56396,9.78359,1.54723,2.49065,3.7675,2.64956,Andar
0.56075,10.04551,1.59094,2.38499,3.7695,2.65121,Andar
0.55982,9.85071,1.52052,2.37239,4.18361,2.66599,Andar
0.67365,9.76516,1.41778,2.37622,4.0247,2.536,Andar
0.42602,9.83011,1.53757,2.50144,4.09345,2.83321,Andar
0.62156,9.85218,1.5185,2.50576,4.13312,2.70402,Andar
0.56696,9.80783,1.53974,2.49569,4.06129,2.62393,Andar
0.61614,9.82498,1.57217,2.26402,4.08048,2.61172,Andar
0.60333,9.78447,1.34785,2.45548,3.872,2.49358,Andar
0.59303,9.86618,1.66427,2.40661,3.62691,2.69957,Andar
0.63157,9.84469,1.45183,2.33502,3.60862,2.4474,Andar
0.56184,9.96996,1.58572,2.41246,3.74744,2.52738,Andar
0.55169,9.81266,1.60514,2.42498,3.82959,2.53977,Andar
0.56913,9.93532,1.64436,2.38098,3.74145,2.55112,Andar
0.57751,9.85371,1.76032,2.22988,3.46995,2.43383,Andar
0.68213,9.96459,1.69872,2.02149,3.50637,2.23438,Andar
0.53468,9.83997,1.70384,2.105,4.09217,2.53313,Andar
0.49876,9.84533,1.50086,2.2937,3.86554,2.59896,Andar
0.58736,9.69597,1.51091,2.35204,4.18156,2.52272,Andar
0.61797,9.95493,1.51072,2.35362,3.81811,2.59342,Andar
0.50738,9.96371,1.55122,2.13741,3.45554,2.459,Andar
0.55888,9.68636,1.659,2.13672,3.8264,2.55776,Andar
0.62753,10.04719,1.61509,2.16648,4.1165,2.63613,Andar
0.64014,9.85558,1.74928,2.13839,3.96252,2.51024,Andar
0.70292,9.77014,1.53486,2.28973,3.96935,2.41846,Andar
0.64211,10.02875,1.61337,2.23937,3.67448,2.52012,Andar
0.74885,9.87426,1.62672,2.20603,3.91831,2.52599,Andar
0.65374,9.7626,1.68891,2.27359,3.57547,2.51258,Andar
0.79611,9.84031,1.64456,2.0104,3.1471,2.24436,Andar
1.25594,9.57454,1.79693,2.2778,3.10321,2.30487,Andar
0.11965,1.19641,10.39564,0.02886,0.03805,0.1243,Quieto
0.0822,0.21698,10.46601,0.15423,0.9199,0.16327,Quieto
1.7306,8.20196,4.91939,1.58458,1.77433,2.20122,Bici
1.40077,9.03873,2.21941,2.60846,3.36144,3.28679,Bici
1.43192,8.17569,4.36184,1.89375,3.30129,3.3058,Bici
2.71265,7.60272,5.95397,1.1379,2.10616,1.40604,Bici
2.57831,7.54886,5.98635,1.15042,1.99446,1.39646,Bici
2.8182,7.867,5.79248,1.21837,1.87024,1.74694,Bici
2.78336,7.62248,5.90326,0.99433,1.7303,1.34655,Bici
2.82811,7.76504,5.76685,1.00593,1.59195,1.40178,Bici
2.8391,7.6213,5.82821,1.32159,2.03846,1.72091,Bici
2.77262,7.63425,5.88769,0.99832,1.64055,1.3958,Bici
2.72581,7.86484,5.79465,1.1361,1.79955,1.11599,Bici
2.73832,7.78259,5.76961,1.15462,1.76942,1.30058,Bici
2.62705,8.08654,5.41416,0.99596,1.69954,1.37546,Bici
2.34975,8.1002,4.71606,2.02923,3.0174,2.65359,Bici
1.95842,7.64663,6.28937,1.17478,2.23667,1.14536,Bici
1.84621,7.52909,6.42449,1.38636,2.1922,1.03563,Bici
1.56793,7.73336,6.37531,1.21825,2.29348,1.05481,Bici
1.86302,7.54456,6.44548,1.21103,2.27725,1.21782,Bici
1.8198,7.78284,6.24378,1.23073,2.16911,1.26689,Bici
1.84735,7.69896,6.24427,1.18905,2.16138,1.13883,Bici
1.86982,7.70985,6.27769,1.21032,2.26936,1.09574,Bici
1.95961,7.73178,6.22476,1.22778,2.17964,1.14787,Bici
1.89288,7.97956,5.90715,1.09378,2.18974,1.27876,Bici
1.7033,8.08423,5.54751,1.23549,1.53804,2.07682,Bici
2.51681,7.70172,6.06539,1.20794,2.10634,1.60273,Bici
2.31683,7.68536,6.03124,1.48781,2.16918,2.014,Bici
2.81855,7.71084,5.8967,1.9564,3.02204,2.26731,Bici
1.919,7.68309,6.16991,1.31954,2.45245,1.13097,Bici
2.09197,7.71744,6.12778,1.37683,2.46689,1.20004,Bici
2.25819,7.78264,6.03173,1.38938,2.33483,1.18957,Bici
1.71774,7.78012,6.15508,0.99829,1.98079,1.14714,Bici
1.8469,8.1716,5.79317,0.96827,1.79845,1.03681,Bici
2.28382,7.99735,5.90587,1.17284,2.3746,1.07144,Bici
2.203,7.71074,5.87783,1.31137,2.45476,1.3202,Bici
2.1756,7.76494,6.23072,1.06762,1.77519,1.03795,Bici
2.17801,7.75893,6.09826,1.35076,2.32252,1.31217,Bici
2.35567,7.70059,6.07175,1.33386,2.21444,1.2102,Bici
2.48931,7.52313,6.26891,1.46583,2.27276,1.16988,Bici
2.11898,7.50371,6.46209,1.27726,1.95449,1.21022,Bici
2.23385,7.77653,6.06455,1.32227,2.06445,1.62798,Bici
2.35783,7.7851,6.07455,1.27268,2.05136,1.13692,Bici
2.06743,7.82467,6.0031,1.22447,2.09072,1.18349,Bici
2.19393,7.83512,5.99344,1.51668,2.4873,1.49931,Bici
2.27588,7.7539,6.02005,1.49725,2.67333,1.57674,Bici
2.49868,7.68565,5.86521,1.61405,2.71182,1.64255,Bici
2.51972,7.6417,5.83264,1.61033,2.71127,1.52928,Bici
2.70708,8.03515,5.60837,1.52529,2.48496,1.61476,Bici
2.6922,7.82812,5.80667,1.54845,2.52538,1.40531,Bici
2.75853,7.64825,5.85511,1.5044,2.32542,1.3684,Bici
2.7432,7.70207,5.89912,1.61023,2.47983,1.68636,Bici
2.68288,7.70271,5.94766,1.46845,2.17177,1.4414,Bici
2.75256,7.64214,5.91139,1.48628,2.23696,1.49223,Bici
2.73172,7.71123,5.93174,1.44845,2.15377,1.6618,Bici
2.92879,7.76544,5.73595,1.45927,2.38656,1.53723,Bici
1.99913,7.66471,6.21224,1.09659,1.93913,1.25508,Bici
2.50079,7.42999,6.43873,1.15231,1.92514,1.15442,Bici
2.42623,7.44438,6.36644,1.05369,2.02719,1.13476,Bici
2.4391,7.211,6.49856,1.21493,1.97287,1.21194,Bici
2.49296,7.62632,6.34934,0.99976,1.93318,1.40771,Bici
2.25563,7.55866,6.22067,1.18771,2.1091,1.34237,Bici
2.42323,7.41176,6.35486,1.21115,2.03018,1.20773,Bici
2.32073,7.49963,6.36319,1.18341,1.9636,1.23246,Bici
2.37681,7.56251,6.37225,1.22676,1.9009,1.28142,Bici
2.22015,7.36874,6.42336,1.24566,2.17804,1.27489,Bici
2.22365,7.86548,6.07214,1.17738,2.2221,1.07223,Bici
2.15805,7.6963,6.18381,1.189,2.0028,1.07355,Bici
2.3496,7.59671,6.294,1.35236,2.32807,1.29706,Bici
2.31171,7.56467,6.33209,1.3379,2.11817,1.1157,Bici
2.01963,7.52116,6.41818,1.32289,2.26918,1.14911,Bici
1.9565,7.46469,6.37196,1.327,2.41613,1.33473,Bici
1.72636,7.74888,6.16627,1.21775,2.37314,1.1422,Bici
2.00435,7.7747,6.09294,1.38753,2.48638,1.25345,Bici
1.96596,7.77978,6.16691,1.14805,1.92277,1.28852,Bici
2.06285,7.8568,6.09299,1.32595,2.61229,1.47645,Bici
2.02539,7.8908,5.9963,1.30345,2.43826,1.22298,Bici
1.94689,7.91535,6.07327,1.18109,2.18338,1.22267,Bici
1.63909,8.07018,5.61044,1.01683,1.74414,1.79252,Bici
2.43195,7.16344,6.47406,1.40295,2.30168,1.43983,Bici
2.38888,7.46917,6.38965,1.47296,2.43182,1.2363,Bici
2.34113,7.24495,6.58036,1.5689,2.2923,1.21177,Bici
2.5279,7.11835,6.66044,1.47239,2.10145,1.23756,Bici
2.70856,7.06542,6.65886,1.57296,2.18868,1.29442,Bici
2.57875,7.03758,6.70415,1.47922,2.14682,1.12939,Bici
2.42431,7.39165,6.35417,1.54398,2.20721,1.22928,Bici
2.47152,7.3371,6.44745,1.48506,2.48508,1.13982,Bici
2.5345,7.48991,6.18898,1.418,2.13584,1.17795,Bici
2.68904,7.2824,6.44164,1.67955,2.19588,1.8412,Bici
2.72571,7.39658,6.40374,1.74013,2.44281,1.69502,Bici
2.69786,7.37396,6.34451,1.48233,2.43459,0.97719,Bici
2.64311,7.47735,6.22609,1.6559,2.67617,0.97344,Bici
2.80455,7.23539,6.38872,1.75969,2.58629,1.08534,Bici
2.70397,7.17866,6.40862,1.70687,2.47453,1.07389,Bici
2.86537,7.31847,6.403,1.75814,2.60325,1.1584,Bici
2.73492,7.30029,6.41734,1.80742,2.4911,1.14105,Bici
2.84822,7.32557,6.36708,1.76228,2.51095,1.24521,Bici
2.60128,7.52737,6.09934,1.55388,2.45156,1.10155,Bici
2.46285,7.85271,6.00127,1.37243,2.22597,1.05201,Bici
2.54451,7.49188,6.09171,1.85541,2.94397,2.07207,Bici
2.74724,7.55275,6.0405,1.65466,2.7242,1.07481,Bici
2.62439,7.44201,6.29843,1.49858,2.40853,1.11204,Bici
2.51814,7.38061,6.30735,1.35214,2.12424,1.17211,Bici
2.57225,7.36174,6.32943,1.41673,1.95961,1.13154,Bici
2.54638,7.4875,6.20968,1.39185,1.9261,1.09376,Bici
2.77198,7.40234,6.2562,1.3408,1.93863,1.23156,Bici
2.75784,7.42063,6.25157,1.28817,1.67871,1.23691,Bici
2.57866,7.40727,6.28779,1.28623,1.61774,1.30038,Bici
2.89345,7.25889,6.39729,1.32468,2.15725,1.6358,Bici
2.98467,7.29344,6.28207,1.33784,1.70684,1.39314,Bici
2.98585,7.43448,6.16937,1.2702,1.66537,1.34971,Bici
2.68599,7.6313,5.71728,1.21356,1.66424,2.09197,Bici
-0.03474,-0.11852,10.42748,0.02045,0.02228,0.19132,Quieto
-0.03543,-0.11807,10.44168,0.02342,0.02582,0.0353,Quieto
-0.0342,-0.11812,10.44719,0.02198,0.02199,0.03127,Quieto
-0.03499,-0.11561,10.45123,0.02292,0.02615,0.03025,Quieto
-0.03548,-0.11817,10.45237,0.0221,0.02928,0.03252,Quieto
-0.0375,-0.11881,10.45035,0.02096,0.02969,0.0312,Quieto
-0.03637,-0.11714,10.4501,0.02232,0.02551,0.03259,Quieto
-0.03464,-0.11763,10.45084,0.02717,0.03595,0.03012,Quieto
-0.03588,-0.11926,10.45429,0.02188,0.0286,0.03229,Quieto
-0.03701,-0.11571,10.45188,0.02089,0.02784,0.03392,Quieto
-0.03652,-0.11615,10.4532,0.01988,0.02376,0.03138,Quieto
-0.03523,-0.11615,10.45429,0.02008,0.02535,0.03241,Quieto
-0.03632,-0.11571,10.41733,0.02185,0.02865,0.28327,Quieto
-0.03657,-0.11487,10.45744,0.02068,0.02628,0.02915,Quieto
-0.0342,-0.11733,10.45518,0.02213,0.03075,0.03225,Quieto
-0.03666,-0.11364,10.45848,0.02044,0.02624,0.03442,Quieto
-0.03233,-0.11492,10.45725,0.02129,0.02868,0.03186,Quieto
-0.03371,-0.11635,10.46173,0.02173,0.03199,0.0317,Quieto
-0.03425,-0.11581,10.46296,0.02113,0.03056,0.03036,Quieto
-0.03469,-0.11364,10.46607,0.02007,0.02406,0.03192,Quieto
-0.03381,-0.11527,10.4639,0.01822,0.0258,0.03204,Quieto
-0.034,-0.11527,10.46626,0.02158,0.02934,0.03397,Quieto
-0.03085,-0.1128,10.46646,0.01975,0.02696,0.03308,Quieto
-0.03533,-0.11561,10.46715,0.022,0.02957,0.03331,Quieto
-0.03588,-0.11334,10.46695,0.02234,0.02701,0.02992,Quieto
